gname,glong,glat,vlsr
G320.663+00.336,-39.33699999999999,0.336838,-15.1
G320.675+00.246,-39.32499999999999,0.246203,-56.0
G320.692+00.185,-39.30799999999999,0.185568,-9.1
G320.778+00.241,-39.22199999999998,0.241363,-8.1
G320.782+00.258,-39.21800000000002,0.258375,-9.2
G320.799+00.187,-39.20100000000002,0.187709,-7.6
G320.884-00.641,-39.115999999999985,-0.640304,7.6
G321.015-00.527,-38.985000000000014,-0.526432,-51.7
G321.015-00.527,-38.985000000000014,-0.526432,-71.7
G321.114-00.273,-38.886000000000024,-0.27259,17.7
G321.115-00.546,-38.88499999999999,-0.545765,-67.7
G321.725+01.169,-38.27499999999998,1.16914,-32.3
G322.162+00.625,-37.83800000000002,0.625564,-52.2
G322.220+00.504,-37.77999999999997,0.504235,-55.2
G322.396+00.201,-37.603999999999985,0.201703,-30.0
G322.706-00.330,-37.29399999999998,-0.329766,-13.6
G323.449+00.095,-36.55099999999999,0.0952217,-75.0
G323.464-00.079,-36.536,-0.0787483,-67.4
G323.464-00.079,-36.536,-0.0787483,-106.6
G323.680+00.631,-36.31999999999999,0.631566,-53.5
G323.743-00.249,-36.257000000000005,-0.248711,-47.8
G323.806+00.020,-36.19400000000002,0.0209531,-59.8
G323.895+00.116,-36.10500000000002,0.116604,-24.5
G323.915+00.026,-36.08499999999998,0.026015,-54.2
G323.936-00.038,-36.06400000000002,-0.0371017,-56.2
G323.973+00.057,-36.02699999999999,0.0575686,-58.1
G324.135+00.236,-35.86500000000001,0.236571,-89.6
G324.201+00.117,-35.79899999999998,0.117527,-90.5
G324.219-01.008,-35.781000000000006,-1.00724,-67.0
G324.642-00.321,-35.358000000000004,-0.320886,-47.9
G324.924-00.569,-35.07600000000002,-0.568968,-79.7
G324.931-00.621,-35.06900000000002,-0.620947,20.8
G325.108+00.053,-34.891999999999996,0.0535664,-64.5
G325.354-00.036,-34.646000000000015,-0.0352417,-63.8
G326.065-00.393,-33.935,-0.392433,-62.2
G326.270+00.783,-33.73000000000002,0.783565,-38.9
G326.446+00.901,-33.553999999999974,0.901911,-41.0
G326.467-00.382,-33.533000000000015,-0.381487,-52.9
G326.473-00.378,-33.52699999999999,-0.377461,-53.7
G326.474-00.292,-33.52600000000001,-0.291432,-61.0
G326.643+00.514,-33.35700000000003,0.514902,-44.0
G326.657+00.588,-33.34300000000002,0.588904,-43.8
G326.685-00.452,-33.315,-0.451431,-57.0
G326.721+00.773,-33.278999999999996,0.77332,-40.1
G326.722-00.676,-33.27800000000002,-0.675432,-56.0
G326.728+00.616,-33.27199999999999,0.616234,-40.9
G326.746-00.616,-33.25400000000002,-0.615652,-56.0
G326.786-00.552,-33.214,-0.551434,-56.0
G326.788-00.556,-33.21199999999999,-0.555054,-56.0
G326.890-00.277,-33.110000000000014,-0.276769,-44.5
G326.900-00.347,-33.10000000000002,-0.346098,-61.0
G326.916-01.100,-33.084,-1.09977,-51.3
G326.951+00.009,-33.04899999999998,0.00997806,-64.0
G327.078+00.050,-32.922000000000025,0.0507761,-53.0
G327.139-00.261,-32.86099999999999,-0.260644,-65.6
G327.172-00.527,-32.827999999999975,-0.526101,-51.2
G327.285-00.576,-32.714999999999975,-0.575602,-38.8
G327.300-00.548,-32.69999999999999,-0.547431,-48.5
G327.400+00.444,-32.60000000000002,0.444881,-80.1
G327.401+00.483,-32.59899999999999,0.483568,-76.2
G327.555-00.829,-32.44499999999999,-0.828767,-38.9
G327.582-00.379,-32.418000000000006,-0.378444,-72.0
G327.627-00.356,-32.37299999999999,-0.355435,-74.2
G327.651-00.334,-32.34899999999999,-0.333778,-72.0
G327.714+00.576,-32.286,0.576923,-50.5
G327.735-00.396,-32.264999999999986,-0.395434,-71.6
G327.763+00.163,-32.23700000000002,0.163233,-92.1
G327.770-00.346,-32.23000000000002,-0.345432,-70.3
G327.824+00.117,-32.17599999999999,0.117564,-97.1
G327.848+00.016,-32.15199999999999,0.0168914,-102.3
G327.848+00.016,-32.15199999999999,0.0168914,-56.2
G327.916+00.154,-32.084,0.1549,-95.8
G327.979-00.006,-32.021000000000015,-0.00583472,-41.7
G327.991-00.087,-32.009000000000015,-0.0865183,-46.5
G328.062+00.076,-31.937999999999988,0.0765672,-103.8
G328.117+00.108,-31.88299999999998,0.108033,-103.8
G328.117+00.570,-31.88299999999998,0.57016,-92.4
G328.146+00.185,-31.853999999999985,0.185902,-90.6
G328.162-00.614,-31.838000000000022,-0.613433,-35.2
G328.193-00.569,-31.807000000000016,-0.568334,-44.2
G328.193-00.479,-31.807000000000016,-0.47882,-44.9
G328.250+00.403,-31.75,0.403773,-92.4
G328.279-00.559,-31.721000000000004,-0.558856,-43.1
G328.286+00.464,-31.714,0.464159,-97.0
G328.294-00.536,-31.706000000000017,-0.535093,-39.9
G328.314+00.360,-31.68599999999998,0.360568,-96.5
G328.315-00.594,-31.685000000000002,-0.593198,-42.9
G328.320+00.435,-31.680000000000007,0.435206,-98.0
G328.356-00.559,-31.644000000000005,-0.558442,-48.9
G328.551-00.500,-31.449000000000012,-0.499003,-51.0
G328.555-00.536,-31.444999999999993,-0.535118,-51.0
G328.572-00.527,-31.427999999999997,-0.526089,-51.0
G328.574-00.562,-31.425999999999988,-0.561228,-51.0
G328.587-00.488,-31.41300000000001,-0.487535,-51.0
G328.589-00.526,-31.411,-0.525357,-51.0
G328.807-00.078,-31.192999999999984,-0.0778664,-36.2
G328.809+00.634,-31.190999999999974,0.634091,-44.1
G328.819-00.004,-31.180999999999983,-0.00322,-31.5
G328.825-00.081,-31.17500000000001,-0.0802536,-36.7
G328.945+00.570,-31.055000000000007,0.570159,-92.0
G328.961+00.248,-31.038999999999987,0.248839,-90.6
G328.962+00.207,-31.03800000000001,0.207627,-85.3
G329.266+00.111,-30.73399999999998,0.111262,-72.4
G329.338+00.147,-30.661999999999978,0.14795,-110.8
G329.338+00.147,-30.661999999999978,0.14795,-123.1
G329.340+00.121,-30.660000000000025,0.121829,-107.0
G329.389+00.135,-30.61099999999999,0.135658,-92.1
G329.390-00.486,-30.610000000000014,-0.485703,-81.0
G329.398-00.458,-30.601999999999975,-0.457709,-71.8
G329.408+00.163,-30.591999999999985,0.163141,-105.1
G329.422-00.160,-30.577999999999975,-0.15933,-71.2
G329.445+00.504,-30.555000000000007,0.504403,-63.5
G329.460+00.174,-30.54000000000002,0.174088,-107.0
G329.465+00.207,-30.535000000000025,0.207291,-102.0
G329.470+00.205,-30.529999999999973,0.20568,-102.0
G329.472+00.214,-30.52800000000002,0.214672,-104.7
G329.474+00.839,-30.52600000000001,0.839926,-88.2
G329.601+00.059,-30.399,0.0596922,-101.8
G330.039-00.058,-29.961000000000013,-0.05745,-39.9
G330.290-00.395,-29.70999999999998,-0.394338,-76.0
G330.673-00.388,-29.326999999999998,-0.387639,-63.5
G330.738-00.449,-29.262,-0.448127,-61.0
G330.775-00.398,-29.225000000000023,-0.397522,-59.5
G330.873-00.369,-29.12700000000001,-0.36833,-53.1
G330.954-00.181,-29.045999999999992,-0.180346,-88.5
G330.954-00.181,-29.045999999999992,-0.180346,-88.7
G331.020-00.143,-28.980000000000018,-0.14298,-86.6
G331.056-00.437,-28.944000000000017,-0.436123,-67.4
G331.057-00.229,-28.942999999999984,-0.228433,-62.3
G331.057-00.229,-28.942999999999984,-0.228433,-93.2
G331.123-00.530,-28.87700000000001,-0.529258,-68.2
G331.127-00.481,-28.87299999999999,-0.480937,-66.2
G331.129-00.243,-28.87099999999998,-0.242373,-84.3
G331.129-00.243,-28.87099999999998,-0.242373,-84.3
G331.145+00.133,-28.855000000000018,0.133893,-74.3
G331.156-00.391,-28.843999999999994,-0.390874,-62.7
G331.172-00.460,-28.827999999999975,-0.459949,-70.8
G331.249+01.071,-28.750999999999976,1.07151,-81.8
G331.259-00.188,-28.740999999999985,-0.1874,-80.6
G331.280+00.191,-28.720000000000027,0.191783,-75.8
G331.322-00.176,-28.677999999999997,-0.175706,-47.3
G331.322-00.176,-28.677999999999997,-0.175706,-80.5
G331.338-00.365,-28.661999999999978,-0.364797,-66.8
G331.344+01.055,-28.656000000000006,1.05588,-76.7
G331.359+01.158,-28.64100000000002,1.15884,-73.8
G331.361-00.019,-28.63900000000001,-0.0180111,-81.9
G331.365+00.521,-28.63499999999999,0.521265,-46.0
G331.384-00.358,-28.615999999999985,-0.357528,-67.4
G331.412+00.011,-28.588000000000022,0.0111606,-90.5
G331.412+00.011,-28.588000000000022,0.0111606,-1.1
G331.417-00.354,-28.583000000000027,-0.353281,-67.9
G331.468-00.262,-28.531999999999982,-0.261884,-100.0
G331.500-00.491,-28.5,-0.490299,-7.9
G331.520-00.076,-28.480000000000018,-0.0753017,-90.7
G331.520-00.076,-28.480000000000018,-0.0753017,-96.4
G331.538-00.308,-28.46199999999999,-0.307402,-97.0
G331.538-00.308,-28.46199999999999,-0.307402,-52.2
G331.559-00.128,-28.440999999999974,-0.127366,-102.8
G331.559-00.128,-28.440999999999974,-0.127366,-81.1
G331.560+00.091,-28.439999999999998,0.0918975,-88.3
G331.580-00.022,-28.420000000000016,-0.0218317,-88.2
G331.653+00.128,-28.34699999999998,0.128056,-90.1
G331.667-00.093,-28.333000000000027,-0.0928992,-80.9
G331.744-00.068,-28.255999999999972,-0.0672339,-88.2
G331.760+00.064,-28.24000000000001,0.0640347,-48.8
G331.797-00.148,-28.202999999999975,-0.1479,-106.9
G331.834-00.002,-28.165999999999997,-0.00123416,-81.2
G332.062+00.509,-27.937999999999988,0.509878,-36.2
G332.092-00.422,-27.908000000000015,-0.421068,-57.5
G332.145-00.452,-27.855000000000018,-0.451131,-55.6
G332.145-00.452,-27.855000000000018,-0.451131,-80.0
G332.275-00.004,-27.725000000000023,-0.00324389,-49.8
G332.291-00.092,-27.709000000000003,-0.0915544,-48.7
G332.311-00.567,-27.68900000000002,-0.566998,-55.7
G332.340-00.115,-27.660000000000025,-0.114369,-46.3
G332.382+00.080,-27.617999999999995,0.0804811,-42.7
G332.412-00.505,-27.588000000000022,-0.504933,-54.3
G332.415+00.053,-27.58499999999998,0.0532528,-46.9
G332.450-00.177,-27.55000000000001,-0.17687,-25.4
G332.516-00.113,-27.48399999999998,-0.112097,-50.0
G332.551+00.257,-27.449000000000012,0.257353,-74.1
G332.554-00.153,-27.446000000000026,-0.152112,-47.8
G332.585-00.561,-27.41500000000002,-0.5604,-51.3
G332.633-00.683,-27.36700000000002,-0.682613,-47.6
G332.657-00.622,-27.343000000000018,-0.621999,-47.9
G332.762-00.595,-27.238,-0.594871,-61.6
G332.762-00.595,-27.238,-0.594871,-57.5
G332.766-00.006,-27.23399999999998,-0.00599889,-97.2
G332.767-00.309,-27.233000000000004,-0.308198,-18.2
G332.823-00.550,-27.17700000000002,-0.549551,-60.0
G332.823-00.550,-27.17700000000002,-0.549551,-94.4
G332.849-01.498,-27.15100000000001,-1.49791,-41.0
G332.861-00.573,-27.13900000000001,-0.572866,-69.4
G332.957+01.793,-27.043000000000006,1.79308,-29.0
G332.964+00.771,-27.036,0.771442,-52.5
G332.978+00.773,-27.02199999999999,0.773166,-52.0
G332.987+00.902,-27.012999999999977,0.902304,-45.1
G332.990-00.619,-27.00999999999999,-0.618474,-49.7
G333.011-00.441,-26.988999999999976,-0.440868,-55.1
G333.029-00.066,-26.971000000000004,-0.0651906,-45.0
G333.052+00.033,-26.94799999999998,0.0336025,-38.8
G333.074-00.482,-26.925999999999988,-0.4812,-46.9
G333.085-00.479,-26.91500000000002,-0.478778,-55.3
G333.093+01.966,-26.906999999999982,1.96662,-20.0
G333.095-00.460,-26.904999999999973,-0.459461,-52.3
G333.108-00.507,-26.891999999999996,-0.506028,-55.1
G333.113-00.141,-26.887,-0.140129,-90.3
G333.129-00.439,-26.87099999999998,-0.438666,-47.2
G333.149-00.338,-26.851,-0.337699,-50.9
G333.164-00.100,-26.836000000000013,-0.0998167,-93.1
G333.173-00.068,-26.826999999999998,-0.0670639,-92.4
G333.211-00.394,-26.788999999999987,-0.393199,-49.5
G333.255+00.065,-26.745000000000005,0.0651311,-53.0
G333.288-00.399,-26.71199999999999,-0.398332,-52.1
G333.312-00.362,-26.687999999999988,-0.361668,-49.9
G333.315+02.273,-26.685000000000002,2.27324,-20.9
G333.467-00.159,-26.533000000000015,-0.158534,-42.2
G333.497-00.275,-26.502999999999986,-0.2744,-49.7
G333.508-00.138,-26.49200000000002,-0.137269,-41.6
G333.534-00.383,-26.466000000000008,-0.382202,-56.3
G333.580+00.058,-26.420000000000016,0.0585308,-84.0
G333.593-00.090,-26.406999999999982,-0.0896008,-53.7
G333.594-00.291,-26.406000000000006,-0.290433,-52.9
G333.627-00.199,-26.37299999999999,-0.198326,-47.2
G333.627-00.199,-26.37299999999999,-0.198326,-84.2
G333.668-00.122,-26.331999999999994,-0.121133,-52.3
G333.668-00.122,-26.331999999999994,-0.121133,-30.2
G333.681-00.441,-26.319000000000017,-0.440132,-0.5
G333.683-00.512,-26.317000000000007,-0.51103,-50.0
G333.725+00.364,-26.274999999999977,0.364028,-27.3
G333.733-00.429,-26.266999999999996,-0.428039,-5.5
G333.962+00.063,-26.03800000000001,0.0634219,-64.4
G334.022+00.106,-25.97800000000001,0.106931,-65.3
G334.106+00.109,-25.894000000000005,0.109132,-67.4
G334.202+00.193,-25.798000000000002,0.193257,-94.7
G334.221+00.065,-25.778999999999996,0.0651336,-70.0
G334.341+00.045,-25.658999999999992,0.0453325,-66.8
G334.400-00.523,-25.600000000000023,-0.522999,-8.8
G334.420-00.217,-25.579999999999984,-0.216662,-85.0
G334.427+00.331,-25.57299999999998,0.331205,-90.4
G334.521+00.818,-25.478999999999985,0.818001,-77.0
G334.525-00.047,-25.475000000000023,-0.0462083,-31.4
G334.591-01.105,-25.408999999999992,-1.1043,7.5
G334.646+00.442,-25.353999999999985,0.44272,-64.1
G334.659-00.286,-25.341000000000008,-0.285035,-53.7
G334.698-00.090,-25.30200000000002,-0.0899639,-29.2
G334.721-00.653,-25.278999999999996,-0.652434,13.9
G334.774-00.023,-25.226,-0.0225025,-26.7
G334.976-00.047,-25.024,-0.0469731,-17.6
G335.006-00.143,-24.994000000000028,-0.142008,-26.6
G335.168-00.240,-24.831999999999994,-0.239569,-43.1
G335.195-00.385,-24.805000000000007,-0.384101,-1.6
G335.326+00.409,-24.673999999999978,0.4098,-52.8
G335.469+00.027,-24.531000000000006,0.027775,-99.9
G335.499-00.142,-24.500999999999976,-0.141301,-80.8
G335.579-00.209,-24.420999999999992,-0.208136,-79.8
G335.693+00.119,-24.307000000000016,0.119768,-51.0
G335.748-00.165,-24.25200000000001,-0.164032,-52.0
G335.794+00.153,-24.206000000000017,0.153502,-51.0
G335.978+00.193,-24.02199999999999,0.193273,-79.0
G336.026-00.817,-23.97399999999999,-0.816257,-45.8
G336.086-00.074,-23.913999999999987,-0.0739758,-97.5
G336.295-01.341,-23.704000000000008,-1.34029,-27.6
G336.358-00.137,-23.641999999999996,-0.136786,-82.9
G336.367-00.003,-23.63299999999998,-0.00262194,-130.6
G336.410-00.257,-23.589999999999975,-0.25646,-87.8
G336.418-00.249,-23.581999999999994,-0.248731,-88.0
G336.446-00.198,-23.553999999999974,-0.197084,-93.0
G336.455+00.042,-23.545000000000016,0.0427694,-63.0
G336.491-01.474,-23.509000000000015,-1.47314,-23.7
G336.518+00.119,-23.482000000000028,0.1194,-66.4
G336.539-00.198,-23.461000000000013,-0.197398,-84.0
G336.585+00.019,-23.41500000000002,0.0192972,-81.7
G336.652-00.117,-23.348000000000013,-0.116095,-127.4
G336.753+00.097,-23.247000000000014,0.0971717,-112.0
G336.753+00.097,-23.247000000000014,0.0971717,-78.0
G336.766+00.243,-23.23399999999998,0.243717,-80.1
G336.854-00.018,-23.146000000000015,-0.0177336,-72.5
G336.874+00.139,-23.125999999999976,0.139934,-79.9
G336.888+00.057,-23.112000000000023,0.0578017,-123.2
G336.900-00.033,-23.100000000000023,-0.0328206,-118.5
G336.919-00.188,-23.081000000000017,-0.187135,-72.0
G336.922+00.062,-23.077999999999975,0.0624036,-128.5
G336.986-00.006,-23.01400000000001,-0.00507416,-119.7
G336.986-00.006,-23.01400000000001,-0.00507416,-84.2
G336.990-00.021,-23.00999999999999,-0.0208278,-118.9
G336.990-00.021,-23.00999999999999,-0.0208278,-96.0
G337.004+00.322,-22.99599999999998,0.322106,-60.6
G337.091-00.965,-22.908999999999992,-0.964486,-44.5
G337.097-00.045,-22.90300000000002,-0.0444953,-30.2
G337.113-01.049,-22.886000000000024,-1.04857,-44.3
G337.120-00.180,-22.87900000000002,-0.179048,-74.5
G337.138+00.008,-22.862000000000023,0.00893695,-116.7
G337.138+00.008,-22.862000000000023,0.00893695,-68.6
G337.170-00.059,-22.829999999999984,-0.0580953,-69.7
G337.170-00.059,-22.829999999999984,-0.0580953,-113.5
G337.188-00.060,-22.812000000000012,-0.0593164,-69.5
G337.253-00.165,-22.747000000000014,-0.164828,-39.9
G337.253-00.165,-22.747000000000014,-0.164828,-64.4
G337.281-00.163,-22.718999999999994,-0.162775,-55.3
G337.285-00.113,-22.714999999999975,-0.112582,-42.2
G337.285-00.113,-22.714999999999975,-0.112582,-41.8
G337.286+00.113,-22.714,0.113167,-107.5
G337.304-00.142,-22.696000000000026,-0.141078,-70.5
G337.304-00.142,-22.696000000000026,-0.141078,-40.5
G337.404-00.404,-22.596000000000004,-0.403949,-32.6
G337.428-00.401,-22.572000000000003,-0.400414,-42.4
G337.453-00.363,-22.547000000000025,-0.362547,-45.8
G337.496-00.258,-22.50400000000002,-0.257102,-96.8
G337.583-00.044,-22.416999999999973,-0.043035,-44.1
G337.584-00.069,-22.415999999999997,-0.0686942,-45.6
G337.617-00.065,-22.38299999999998,-0.0641092,-51.7
G337.652-00.050,-22.348000000000013,-0.0496342,-55.3
G337.664+00.049,-22.336000000000013,0.0493686,-52.7
G337.665-00.176,-22.33499999999998,-0.17582,-50.3
G337.684-00.343,-22.315999999999974,-0.342416,-40.8
G337.705-00.059,-22.295000000000016,-0.0584356,-46.1
G337.709+00.091,-22.290999999999997,0.0911636,-78.5
G337.709+00.091,-22.290999999999997,0.0911636,-44.8
G337.754+00.057,-22.24599999999998,0.0574331,-47.4
G337.754+00.057,-22.24599999999998,0.0574331,-124.8
G337.827+00.056,-22.173000000000002,0.0563328,-128.1
G337.876-00.133,-22.124000000000024,-0.132266,-88.7
G337.877+00.091,-22.12299999999999,0.0911514,-44.8
G337.877+00.091,-22.12299999999999,0.0911514,-85.0
G337.922-00.463,-22.077999999999975,-0.462242,-40.5
G337.957-00.474,-22.043000000000006,-0.473349,-40.0
G337.986-00.144,-22.01400000000001,-0.14327,-52.4
G337.996+00.081,-22.00400000000002,0.0812653,-129.9
G337.996+00.081,-22.00400000000002,0.0812653,-52.5
G338.002-00.149,-21.99799999999999,-0.148467,-66.3
G338.003-00.121,-21.997000000000014,-0.120738,-52.3
G338.009+00.016,-21.990999999999985,0.0167303,-57.6
G338.066-00.069,-21.934000000000026,-0.0686967,-35.9
G338.075+00.016,-21.92500000000001,0.0160006,-37.4
G338.106+00.020,-21.894000000000005,0.0203972,-44.4
G338.114-00.193,-21.886000000000024,-0.192927,-53.0
G338.263-00.364,-21.737000000000023,-0.363325,-13.4
G338.271-00.293,-21.728999999999985,-0.292726,-14.3
G338.289-00.373,-21.711000000000013,-0.37207,-8.6
G338.350+00.221,-21.649999999999977,0.221334,-29.0
G338.360-00.095,-21.639999999999986,-0.094065,-39.6
G338.364-00.020,-21.636000000000024,-0.0197939,-56.1
G338.374-00.152,-21.625999999999976,-0.151522,6.4
G338.405-00.203,-21.595000000000027,-0.2029,0.3
G338.430+00.048,-21.569999999999993,0.0482675,-43.7
G338.462-00.262,-21.53800000000001,-0.261679,-57.3
G338.565-00.151,-21.435000000000002,-0.15004,-114.3
G338.576+00.020,-21.423999999999978,0.0202697,-24.6
G338.628+00.145,-21.372000000000014,0.145161,-33.0
G338.628+00.145,-21.372000000000014,0.145161,-58.2
G338.628+00.145,-21.372000000000014,0.145161,1.5
G338.706+00.645,-21.293999999999983,0.645931,-60.1
G338.816+00.403,-21.184000000000026,0.4032,-61.7
G338.837-00.318,-21.16300000000001,-0.317935,-122.5
G338.851+00.405,-21.149,0.405912,-50.1
G338.861+00.597,-21.13900000000001,0.597341,-61.2
G338.883+00.537,-21.11700000000002,0.537402,-60.5
G338.901+00.348,-21.09899999999999,0.348569,-27.8
G338.911+00.615,-21.089,0.615861,-61.7
G338.917+00.382,-21.083000000000027,0.382527,-26.3
G338.926+00.392,-21.074000000000012,0.392292,-26.2
G338.934-00.067,-21.065999999999974,-0.0668686,-44.0
G339.089+00.713,-20.911,0.713704,-59.7
G339.103+00.008,-20.89699999999999,0.008665,-103.6
G339.106+00.152,-20.894000000000005,0.152114,-87.7
G339.109-00.233,-20.89100000000002,-0.232072,-120.0
G339.134-00.377,-20.865999999999985,-0.376726,-37.0
G339.216+00.263,-20.783999999999992,0.263136,-79.0
G339.233+00.243,-20.766999999999996,0.243787,-70.6
G339.233+00.243,-20.766999999999996,0.243787,-30.0
G339.240+00.008,-20.75999999999999,0.00832556,-103.1
G339.275-00.607,-20.725000000000023,-0.606375,-39.8
G339.478+00.181,-20.52199999999999,0.181903,-84.6
G339.486+00.087,-20.51400000000001,0.0873403,-116.2
G339.548-00.385,-20.451999999999998,-0.384977,-49.1
G339.553-00.401,-20.447000000000003,-0.400819,-50.6
G339.556+00.282,-20.444000000000017,0.282132,-43.3
G339.584+00.084,-20.415999999999997,0.0849345,-114.1
G339.585-00.104,-20.41500000000002,-0.103519,-30.0
G339.676+00.283,-20.324000000000012,0.283593,-96.1
G339.716-01.119,-20.283999999999992,-1.11847,-32.6
G339.717-01.211,-20.283000000000015,-1.21076,-33.2
G339.723-01.119,-20.276999999999987,-1.1188,-31.9
G339.771+00.011,-20.228999999999985,0.0119186,-4.3
G339.781+00.243,-20.218999999999994,0.243087,-25.0
G339.845+00.299,-20.154999999999973,0.299702,-18.7
G339.938-00.581,-20.062000000000012,-0.580551,-89.0
G339.952+00.052,-20.048000000000002,0.0527781,-122.3
G339.977-00.550,-20.023000000000025,-0.549442,-89.0
G340.002+00.159,-19.99799999999999,0.159001,-33.7
G340.051-00.231,-19.949000000000012,-0.230994,-50.4
G340.053-00.244,-19.947000000000003,-0.243985,-49.4
G340.059-00.138,-19.940999999999974,-0.137996,-51.5
G340.070+00.927,-19.930000000000007,0.927681,-76.6
G340.097-00.174,-19.90300000000002,-0.173203,-51.0
G340.106-00.354,-19.894000000000005,-0.353601,-52.1
G340.211-00.318,-19.788999999999987,-0.317667,-46.6
G340.216+00.424,-19.783999999999992,0.424848,-62.0
G340.234-00.368,-19.76600000000002,-0.367612,-61.3
G340.247-00.373,-19.752999999999986,-0.372336,-72.7
G340.294-00.193,-19.706000000000017,-0.192266,-43.8
G340.296-00.276,-19.704000000000008,-0.275135,-44.9
G340.638-00.319,-19.362000000000023,-0.318336,-39.9
G340.678-01.049,-19.322000000000003,-1.04855,-35.2
G340.730-00.617,-19.269999999999982,-0.616509,-44.1
G340.780-01.022,-19.220000000000027,-1.02197,-27.3
G340.850-01.022,-19.149999999999977,-1.02109,-20.6
G340.910+00.167,-19.089999999999975,0.16705,-37.9
G341.090-00.017,-18.910000000000025,-0.0166258,-38.0
G341.125-00.188,-18.875,-0.187882,-44.0
G341.125-00.188,-18.875,-0.187882,-39.9
G341.151-00.400,-18.84899999999999,-0.399421,-29.2
G341.207-00.232,-18.793000000000006,-0.231448,-42.8
G341.238+00.335,-18.762,0.335306,-15.9
G341.238+00.335,-18.762,0.335306,-75.6
G341.283-00.353,-18.716999999999985,-0.352038,-38.0
G341.305-00.306,-18.694999999999993,-0.305897,-38.0
G341.358-00.287,-18.641999999999996,-0.286299,-37.7
G341.668-00.398,-18.331999999999994,-0.397629,-31.0
G341.701+00.050,-18.298999999999978,0.0506472,-16.8
G341.962+00.437,-18.03800000000001,0.43751,-72.7
G341.968-00.580,-18.031999999999982,-0.579426,-125.5
G341.968+00.224,-18.031999999999982,0.224829,-8.0
G341.983-00.446,-18.016999999999996,-0.445043,-2.6
G342.050-00.503,-17.94999999999999,-0.502506,-9.6
G342.062+00.417,-17.937999999999988,0.417372,-68.3
G342.120+00.001,-17.879999999999995,0.00199056,-38.2
G342.120+00.001,-17.879999999999995,0.00199056,-131.0
G342.277+00.311,-17.723000000000013,0.311688,-122.0
G342.354-00.047,-17.646000000000015,-0.0463258,-4.4
G342.360+00.107,-17.639999999999986,0.107718,-96.3
G342.388+00.074,-17.612000000000023,0.0747275,-118.5
G342.429-00.046,-17.571000000000026,-0.045085,-39.9
G342.432-00.233,-17.567999999999984,-0.232188,-7.0
G342.438-00.061,-17.562000000000012,-0.0600867,-4.2
G342.503+00.042,-17.497000000000014,0.0420797,-27.8
G342.503+00.042,-17.497000000000014,0.0420797,-93.0
G342.738-00.084,-17.262,-0.0836553,-26.0
G342.738-00.084,-17.262,-0.0836553,10.1
G342.903-00.083,-17.09699999999998,-0.0826633,-20.6
G343.147-00.443,-16.85300000000001,-0.442032,-33.0
G343.224-00.065,-16.77600000000001,-0.0640231,0.8
G343.234-00.078,-16.76600000000002,-0.0770453,-0.9
G343.344-00.330,-16.656000000000006,-0.329853,1.0
G343.344-00.330,-16.656000000000006,-0.329853,-22.4
G343.344-00.330,-16.656000000000006,-0.329853,-82.3
G343.352-00.081,-16.648000000000025,-0.0801308,-130.2
G343.353-00.068,-16.64699999999999,-0.0671393,-130.5
G343.353-00.068,-16.64699999999999,-0.0671393,-23.8
G343.480-00.043,-16.519999999999982,-0.0423594,-27.5
G343.591-00.149,-16.408999999999992,-0.1489,-31.6
G343.615+00.955,-16.38499999999999,0.955006,-117.7
G343.636-00.150,-16.363999999999976,-0.149728,-85.8
G343.636-00.150,-16.363999999999976,-0.149728,-26.5
G343.708-00.124,-16.291999999999973,-0.123993,-84.9
G343.708-00.124,-16.291999999999973,-0.123993,-23.8
G343.712-00.210,-16.28800000000001,-0.209927,-83.2
G343.712-00.210,-16.28800000000001,-0.209927,-26.8
G343.803+00.214,-16.197000000000003,0.214077,-12.3
G343.811+00.151,-16.18900000000002,0.151077,3.5
G343.855-00.226,-16.144999999999982,-0.225273,-86.2
G343.855-00.226,-16.144999999999982,-0.225273,-26.5
G343.855-00.103,-16.144999999999982,-0.102993,-17.1
G343.912+00.116,-16.088000000000022,0.116246,5.3
G343.914-00.646,-16.086000000000013,-0.645275,-27.3
G344.103-00.671,-15.896999999999991,-0.670458,-24.6
G344.224-00.594,-15.77600000000001,-0.593571,-24.7
G344.366-00.262,-15.634000000000015,-0.261532,-84.1
G344.424+00.044,-15.576000000000022,0.0446034,-63.7
G344.472-00.557,-15.52800000000002,-0.556124,-20.6
G344.583-00.035,-15.416999999999973,-0.0346486,-5.2
G344.753-00.548,-15.247000000000014,-0.54725,-25.5
G344.989-00.277,-15.011000000000024,-0.276935,-28.8
G344.989-00.269,-15.011000000000024,-0.268897,-28.8
G344.993-00.265,-15.007000000000005,-0.264431,-28.8
G345.094-00.779,-14.906000000000006,-0.778863,-18.0
G345.095+00.136,-14.904999999999973,0.136413,-4.9
G345.202+01.027,-14.798000000000002,1.02796,-7.3
G345.235+01.408,-14.764999999999986,1.40806,-15.0
G345.284+01.463,-14.716000000000008,1.46312,-14.3
G345.324+01.022,-14.675999999999988,1.02266,-14.3
G345.338+01.442,-14.661999999999978,1.44292,-8.3
G345.350-00.905,-14.649999999999977,-0.904107,-22.8
G345.391+01.398,-14.60899999999998,1.39886,-14.0
G345.410-00.953,-14.589999999999975,-0.952316,-24.0
G345.432+00.207,-14.567999999999984,0.207566,-7.2
G345.486+00.315,-14.51400000000001,0.315589,-24.8
G345.486+00.399,-14.51400000000001,0.399978,-24.5
